Townships,Commodity,Year,Month,Arrivals_in_ton,Min_price($),Max_price($),Modal_price($),Date,County_name,State_name
Belmont,Hogs,2016,March,8.267325,13.01333333,20.58666667,14.08,2016-03,Warren,Iowa
Gildden,Corn,2015,June,918.334461,17.84,24.08,21,2015-06,Carroll,Iowa
Gildden,Corn,2016,June,1815.173877,10.46666667,14.46666667,12.58666667,2016-06,Carroll,Iowa
Gildden,Turkeys,2015,June,31.746528,28.14666667,46.66666667,37.77333333,2015-06,Carroll,Iowa
Gildden,Turkeys,2016,June,62.721439,22.77333333,46.10666667,34.66666667,2016-06,Carroll,Iowa
Gildden,Dairy Products,2015,June,1383.178588,11.41333333,21.4,16.46666667,2015-06,Carroll,Iowa
Gildden,Dairy Products,2016,June,1563.406273,25.13333333,43.33333333,34.30666667,2016-06,Carroll,Iowa
Grant,Oats,2016,June,2.425082,100.2666667,103.6266667,102.08,2016-06,Carroll,Iowa
Grant,Soybeans,2016,June,9.259404,42.2,45.37333333,43.64,2016-06,Carroll,Iowa
Jasper,Oats,2015,June,58.42243,86.66666667,93.33333333,91.10666667,2015-06,Carroll,Iowa
Jasper,Soybeans,2015,June,17.63696,45.33333333,48,46.66666667,2015-06,Carroll,Iowa
Jasper,Soybeans,2016,June,125.112185,46.77333333,48.30666667,47.66666667,2016-06,Carroll,Iowa
Richland,Oats,2015,June,2.645544,80.44,80.44,80.44,2015-06,Carroll,Iowa
Richland,Oats,2016,June,16.755112,105,107.8266667,107.1066667,2016-06,Carroll,Iowa
Richland,Soybeans,2015,June,62.83167,45.26666667,49.34666667,48.24,2015-06,Carroll,Iowa
Richland,Soybeans,2016,June,43.871938,46.70666667,48.21333333,47.92,2016-06,Carroll,Iowa
Wheatland,Oats,2015,June,49.824412,81.81333333,93.81333333,87.93333333,2015-06,Carroll,Iowa
Wheatland,Oats,2016,June,359.573522,106.48,115.4666667,110.9733333,2016-06,Carroll,Iowa
Wheatland,Soybeans,2015,June,359.463291,39.24,46.49333333,42.69333333,2015-06,Carroll,Iowa
Wheatland,Soybeans,2016,June,218.808535,42.66666667,48.50666667,45.58666667,2016-06,Carroll,Iowa
Ewoldt,Oats,2015,March,32.407914,67.33333333,74.26666667,71.13333333,2015-03,Carroll,Iowa
Ewoldt,Oats,2016,March,131.285121,97.26666667,103.9333333,101.4133333,2016-03,Carroll,Iowa
Ewoldt,Soybeans,2015,March,55.556424,39.84,43.94666667,41.73333333,2015-03,Carroll,Iowa
Ewoldt,Soybeans,2016,March,144.623072,45.24,48.16,47.17333333,2016-03,Carroll,Iowa
Otter,Hogs,2016,March,373.242166,11.56,16.89333333,14.13333333,2016-03,Warren,Iowa
Whatson,Hogs,2016,September,0.551155,13.33333333,14.66666667,14.13333333,2016-09,Monroe,Iowa
Gildden,Corn,2015,March,335.322702,12,17.56,14.44,2015-03,Carroll,Iowa
Gildden,Corn,2016,March,1128.104054,7.56,14.38666667,10.89333333,2016-03,Carroll,Iowa
Gildden,Turkeys,2015,March,8.81848,7.84,13.66666667,11,2015-03,Carroll,Iowa
Gildden,Turkeys,2016,March,3.527392,20,33.33333333,26.66666667,2016-03,Carroll,Iowa
Gildden,Dairy Products,2015,March,102.51483,4.666666667,8.893333333,6.44,2015-03,Carroll,Iowa
Gildden,Dairy Products,2016,March,880.74569,1.706666667,5.92,3.653333333,2016-03,Carroll,Iowa
Grant,Cattle and Calves,2016,March,543.659292,57.54666667,60.69333333,59.28,2016-03,Carroll,Iowa
Grant,Oats,2016,March,56.107579,87.92,94.12,90.89333333,2016-03,Carroll,Iowa
Grant,Soybeans,2016,March,51.477877,41.6,43.74666667,42.81333333,2016-03,Carroll,Iowa
Jasper,Oats,2015,March,513.67646,69.33333333,71.74666667,70.50666667,2015-03,Carroll,Iowa
Jasper,Oats,2016,March,150.906239,90.33333333,94.22666667,92.22666667,2016-03,Carroll,Iowa
Jasper,Soybeans,2015,March,309.74911,38.26666667,40.13333333,39.26666667,2015-03,Carroll,Iowa
Jasper,Soybeans,2016,March,313.05604,45.09333333,46.6,45.81333333,2016-03,Carroll,Iowa
Kniest,Oats,2015,March,39.68316,66.66666667,66.66666667,66.66666667,2015-03,Carroll,Iowa
Kniest,Oats,2016,March,7.71617,93.33333333,94.4,93.86666667,2016-03,Carroll,Iowa
Pleasant Valley,Cattle and Calves,2016,March,65.256752,50.66666667,54.66666667,53.33333333,2016-03,Carroll,Iowa
Pleasant Valley,Oats,2016,March,25.904285,110,126.6666667,116.6666667,2016-03,Carroll,Iowa
Pleasant Valley,Soybeans,2016,March,32.407914,40,42.66666667,41.33333333,2016-03,Carroll,Iowa
Richland,Cattle and Calves,2015,March,1694.470932,47.14666667,54.46666667,52.50666667,2015-03,Carroll,Iowa
Richland,Cattle and Calves,2016,March,1467.835996,54.22666667,60.09333333,57.37333333,2016-03,Carroll,Iowa
Richland,Oats,2015,March,227.07586,66.6,71.76,69.82666667,2015-03,Carroll,Iowa
Richland,Oats,2016,March,121.033638,93.16,96.96,95.17333333,2016-03,Carroll,Iowa
Richland,Soybeans,2015,March,375.557017,39.61333333,42.98666667,41.78666667,2015-03,Carroll,Iowa
Richland,Soybeans,2016,March,151.01647,46.92,48,47.69333333,2016-03,Carroll,Iowa
Roselle,Oats,2016,March,15.322109,78,85.33333333,80.17333333,2016-03,Carroll,Iowa
Wheatland,Cattle and Calves,2015,March,1138.796461,52.08,54.84,53.46666667,2015-03,Carroll,Iowa
Wheatland,Cattle and Calves,2016,March,5521.47079,54.85333333,60.88,57.85333333,2016-03,Carroll,Iowa
Wheatland,Oats,2015,March,580.255984,76.33333333,81.37333333,78.88,2015-03,Carroll,Iowa
Wheatland,Oats,2016,March,754.861888,95.49333333,106.04,100.76,2016-03,Carroll,Iowa
Wheatland,Soybeans,2015,March,580.91737,38,42.74666667,40.33333333,2015-03,Carroll,Iowa
Wheatland,Soybeans,2016,March,577.059285,40.41333333,47.10666667,43.90666667,2016-03,Carroll,Iowa
Ewoldt,Oats,2015,May,2.976237,80,89.33333333,86.66666667,2015-05,Carroll,Iowa
Ewoldt,Oats,2016,May,33.510224,102.04,111.8533333,109.72,2016-05,Carroll,Iowa
Ewoldt,Soybeans,2015,May,8.267325,47,47.77333333,47.44,2015-05,Carroll,Iowa
Ewoldt,Soybeans,2016,May,57.430351,47.2,48.45333333,48.09333333,2016-05,Carroll,Iowa
Union,Hogs,2015,November,16262.04874,9.44,17.77333333,14.14666667,2015-11,Monroe,Iowa
Gildden,Corn,2016,May,1970.93028,6.506666667,9.586666667,8.053333333,2016-05,Carroll,Iowa
Gildden,Turkeys,2016,May,36.155768,19.05333333,33.33333333,26.85333333,2016-05,Carroll,Iowa
Gildden,Dairy Products,2016,May,1402.13832,11.84,24.16,18.24,2016-05,Carroll,Iowa
Grant,Cattle and Calves,2015,May,5.291088,53.33333333,55.56,54.44,2015-05,Carroll,Iowa
Grant,Cattle and Calves,2016,May,30.203294,64,66.58666667,65.50666667,2016-05,Carroll,Iowa
Grant,Oats,2016,May,6.944553,101.88,105.4933333,103.7333333,2016-05,Carroll,Iowa
Grant,Soybeans,2015,May,6.61386,43.33333333,45.86666667,44.26666667,2015-05,Carroll,Iowa
Grant,Soybeans,2016,May,0.771617,43.46666667,46.8,45.73333333,2016-05,Carroll,Iowa
Jasper,Oats,2015,May,260.14516,84,88.76,86.57333333,2015-05,Carroll,Iowa
Jasper,Oats,2016,May,15.43234,106.6666667,109.3333333,108,2016-05,Carroll,Iowa
Jasper,Soybeans,2015,May,461.86789,46.96,50.38666667,48.48,2015-05,Carroll,Iowa
Jasper,Soybeans,2016,May,213.84814,47.84,49.13333333,48.50666667,2016-05,Carroll,Iowa
Richland,Cattle and Calves,2015,May,213.076523,48.89333333,53.2,51,2015-05,Carroll,Iowa
Richland,Oats,2015,May,24.801975,76.70666667,82.06666667,80.32,2015-05,Carroll,Iowa
Richland,Oats,2016,May,70.437609,108.3866667,110.8133333,109.9866667,2016-05,Carroll,Iowa
Richland,Soybeans,2015,May,167.440889,48.38666667,51.06666667,50.01333333,2015-05,Carroll,Iowa
Richland,Soybeans,2016,May,210.54121,48.76,49.69333333,49.50666667,2016-05,Carroll,Iowa
Wheatland,Cattle and Calves,2016,May,5.070626,56,66.66666667,61.33333333,2016-05,Carroll,Iowa
Wheatland,Oats,2015,May,193.455405,85.46666667,98.04,91.76,2015-05,Carroll,Iowa
Wheatland,Oats,2016,May,857.59718,105.9066667,116.0933333,110.9333333,2016-05,Carroll,Iowa
Wheatland,Soybeans,2015,May,310.85142,44.13333333,51.77333333,47.96,2015-05,Carroll,Iowa
Wheatland,Soybeans,2016,May,648.15828,42.82666667,49.66666667,46.24,2016-05,Carroll,Iowa
Arcadia,Soybeans,2015,November,54.123421,40,45.81333333,44.76,2015-11,Carroll,Iowa
Ewoldt,Cattle and Calves,2014,November,1.322772,53.8,53.8,53.8,2014-11,Carroll,Iowa
Ewoldt,Cattle and Calves,2015,November,104.168295,53.6,54,53.86666667,2015-11,Carroll,Iowa
Ewoldt,Soybeans,2014,November,1973.575824,37.85333333,43.98666667,42.44,2014-11,Carroll,Iowa
Ewoldt,Soybeans,2015,November,138.009212,43.50666667,50.29333333,48.41333333,2015-11,Carroll,Iowa
Liberty,Hogs,2015,September,209.879824,13.32,15.44,14.18666667,2015-09,Warren,Iowa
Darwin,Hogs,2015,March,216.05276,12.56,15.89333333,14.22666667,2015-03,Adams,Iowa
Gildden,Corn,2014,November,484.465245,14.38666667,29.33333333,22.09333333,2014-11,Carroll,Iowa
Gildden,Corn,2015,November,491.409798,12.6,31.88,21.21333333,2015-11,Carroll,Iowa
Gildden,Turkeys,2014,November,58.201968,27.17333333,51.89333333,39.69333333,2014-11,Carroll,Iowa
Gildden,Turkeys,2015,November,36.927385,20,40,30,2015-11,Carroll,Iowa
Gildden,Dairy Products,2014,November,625.340463,5.56,11.22666667,8.386666667,2014-11,Carroll,Iowa
Gildden,Dairy Products,2015,November,762.908751,12.85333333,27.88,18.78666667,2015-11,Carroll,Iowa
Grant,Cattle and Calves,2014,November,46.076558,54.61333333,55.74666667,55.09333333,2014-11,Carroll,Iowa
Grant,Cattle and Calves,2015,November,627.434852,53.33333333,54.66666667,54,2015-11,Carroll,Iowa
Grant,Soybeans,2014,November,6.61386,40.4,43.2,42.13333333,2014-11,Carroll,Iowa
Grant,Soybeans,2015,November,152.669935,44.14666667,46.81333333,45.48,2015-11,Carroll,Iowa
Jasper,Oats,2014,November,7.054784,57.46666667,59.33333333,58.33333333,2014-11,Carroll,Iowa
Jasper,Soybeans,2014,November,234.902261,38.42666667,40.72,39.54666667,2014-11,Carroll,Iowa
Jasper,Soybeans,2015,November,555.013085,43.90666667,45.29333333,44.56,2015-11,Carroll,Iowa
Kniest,Cattle and Calves,2014,November,1056.784597,53.8,53.98666667,53.86666667,2014-11,Carroll,Iowa
Kniest,Cattle and Calves,2015,November,117.285784,54.66666667,54.66666667,54.66666667,2015-11,Carroll,Iowa
Kniest,Soybeans,2014,November,587.090306,38.04,42.93333333,41.48,2014-11,Carroll,Iowa
Kniest,Soybeans,2015,November,42.218473,45.10666667,48.13333333,46.78666667,2015-11,Carroll,Iowa
Richland,Cattle and Calves,2014,November,680.896887,50.98666667,53.37333333,52.38666667,2014-11,Carroll,Iowa
Richland,Cattle and Calves,2015,November,2698.013956,52.50666667,53.37333333,53.09333333,2015-11,Carroll,Iowa
Richland,Soybeans,2014,November,1593.168643,39.09333333,43.13333333,41.57333333,2014-11,Carroll,Iowa
Richland,Soybeans,2015,November,650.693593,45.21333333,48.05333333,47.02666667,2015-11,Carroll,Iowa
Wheatland,Cattle and Calves,2014,November,536.82497,50.89333333,52.8,51.85333333,2014-11,Carroll,Iowa
Wheatland,Cattle and Calves,2015,November,15734.92409,51.62666667,53.96,53.01333333,2015-11,Carroll,Iowa
Wheatland,Soybeans,2014,November,353.84151,39.56,45.49333333,42.52,2014-11,Carroll,Iowa
Wheatland,Soybeans,2015,November,1196.00635,40.26666667,48.46666667,44.57333333,2015-11,Carroll,Iowa
Arcadia,Soybeans,2015,October,7.495708,40,46.66666667,46,2015-10,Carroll,Iowa
Ewoldt,Oats,2014,October,0.440924,59.93333333,59.93333333,59.93333333,2014-10,Carroll,Iowa
Ewoldt,Oats,2016,October,2.20462,76.64,77.46666667,76.97333333,2016-10,Carroll,Iowa
Ewoldt,Soybeans,2014,October,112.325389,37.76,42.53333333,40.6,2014-10,Carroll,Iowa
Ewoldt,Soybeans,2015,October,538.368204,43.58666667,51.36,49.01333333,2015-10,Carroll,Iowa
Ewoldt,Soybeans,2016,October,296.411159,25.61333333,35.90666667,33.89333333,2016-10,Carroll,Iowa
Ewoldt,Turkeys,2016,October,13.22772,13.33333333,33.33333333,26.66666667,2016-10,Carroll,Iowa
Table Mound,Hogs,2015,April,906.760206,9.333333333,16.44,14.22666667,2015-04,Fremont,Iowa
Allen,Hogs,2015,April,33492.58704,12.77333333,15.69333333,14.24,2015-04,Harrison,Iowa
Whatson,Hogs,2016,March,3.747854,13.14666667,14.85333333,14.28,2016-03,Monroe,Iowa
Gildden,Corn,2014,October,625.120001,19.93333333,28.73333333,24.53333333,2014-10,Carroll,Iowa
Gildden,Corn,2015,October,944.348977,15.56,35.53333333,25.89333333,2015-10,Carroll,Iowa
Gildden,Corn,2016,October,954.820922,8.666666667,12.86666667,10.84,2016-10,Carroll,Iowa
Gildden,Turkeys,2014,October,104.388757,26.22666667,47.93333333,37.01333333,2014-10,Carroll,Iowa
Gildden,Turkeys,2015,October,65.587445,24.44,43.33333333,33.77333333,2015-10,Carroll,Iowa
Gildden,Turkeys,2016,October,149.142543,18.05333333,36.41333333,27.28,2016-10,Carroll,Iowa
Gildden,Dairy Products,2014,October,1104.624851,6.093333333,11.68,8.893333333,2014-10,Carroll,Iowa
Gildden,Dairy Products,2015,October,1157.645962,9.453333333,19.6,14.66666667,2015-10,Carroll,Iowa
Gildden,Dairy Products,2016,October,1149.268406,6.48,12.97333333,9.6,2016-10,Carroll,Iowa
Jasper,Oats,2014,October,18.73927,58,59.33333333,58.66666667,2014-10,Carroll,Iowa
Jasper,Soybeans,2015,October,221.013155,44.6,46.36,45.45333333,2015-10,Carroll,Iowa
Kniest,Soybeans,2014,October,99.979517,38.97333333,40.10666667,39.98666667,2014-10,Carroll,Iowa
Kniest,Soybeans,2015,October,419.98011,44.36,49.13333333,46.92,2015-10,Carroll,Iowa
Kniest,Soybeans,2016,October,76.169621,34.70666667,36.84,35.45333333,2016-10,Carroll,Iowa
Richland,Cattle and Calves,2014,October,7.936632,52.14666667,52.14666667,52.14666667,2014-10,Carroll,Iowa
Richland,Cattle and Calves,2015,October,1616.096691,51.78666667,54.48,53.76,2015-10,Carroll,Iowa
Richland,Cattle and Calves,2016,October,7.385477,57.33333333,60,58.66666667,2016-10,Carroll,Iowa
Richland,Soybeans,2015,October,851.534475,44.86666667,47.02666667,46.24,2015-10,Carroll,Iowa
Richland,Soybeans,2016,October,135.032975,28.66666667,36.48,33.88,2016-10,Carroll,Iowa
Wheatland,Cattle and Calves,2015,October,4071.161523,50.65333333,55.58666667,53.88,2015-10,Carroll,Iowa
Wheatland,Cattle and Calves,2016,October,109.018459,59.48,63.81333333,61.64,2016-10,Carroll,Iowa
Wheatland,Oats,2016,October,20.502966,71.81333333,77,74.49333333,2016-10,Carroll,Iowa
Wheatland,Soybeans,2015,October,879.974073,41,48.28,45.25333333,2015-10,Carroll,Iowa
Wheatland,Soybeans,2016,October,487.22102,30.26666667,36.30666667,33.28,2016-10,Carroll,Iowa
Ewoldt,Oats,2014,September,9.038942,57.50666667,60.52,59.72,2014-09,Carroll,Iowa
Tama,Hogs,2016,March,2373.824585,8.266666667,19.13333333,14.32,2016-03,Tama,Iowa
Franklin,Hogs,2016,April,530.21111,11.37333333,19.44,14.32,2016-04,Decatur,Iowa
Liberty,Hogs,2015,July,188.715472,13.78666667,15.41333333,14.33333333,2015-07,Warren,Iowa
Gildden,Corn,2014,September,320.000593,20.97333333,28.36,24.12,2014-09,Carroll,Iowa
Gildden,Corn,2015,September,797.411054,43.4,62.48,52.90666667,2015-09,Carroll,Iowa
Gildden,Corn,2016,September,1058.107369,7.933333333,11.2,9.44,2016-09,Carroll,Iowa
Gildden,Turkeys,2014,September,102.955754,20.22666667,37.22666667,28.89333333,2014-09,Carroll,Iowa
Gildden,Turkeys,2015,September,21.605276,30.66666667,57.33333333,44.53333333,2015-09,Carroll,Iowa
Gildden,Turkeys,2016,September,153.992707,12.4,30.66666667,21.73333333,2016-09,Carroll,Iowa
Gildden,Dairy Products,2014,September,640.883034,9.72,18.22666667,13.94666667,2014-09,Carroll,Iowa
Gildden,Dairy Products,2015,September,1756.310523,7.773333333,15.89333333,11.61333333,2015-09,Carroll,Iowa
Gildden,Dairy Products,2016,September,1711.446506,7.226666667,12.50666667,9.866666667,2016-09,Carroll,Iowa
Kniest,Soybeans,2015,September,22.266662,45.33333333,48,46.66666667,2015-09,Carroll,Iowa
Richland,Soybeans,2014,September,35.27392,44.52,44.52,44.52,2014-09,Carroll,Iowa
Wheatland,Oats,2016,September,21.274583,78.22666667,83.25333333,80.90666667,2016-09,Carroll,Iowa
Wheatland,Soybeans,2015,September,6.61386,40,45.66666667,42.33333333,2015-09,Carroll,Iowa
Wheatland,Soybeans,2016,September,38.911543,38.17333333,41.89333333,40.06666667,2016-09,Carroll,Iowa
Albia,Broilers,2015,April,60.296357,16.66666667,18.4,17.46666667,2015-04,Monroe,Iowa
Geneseo,Broilers,2016,October,116.624398,15.70666667,18.22666667,17.49333333,2016-10,Tama,Iowa
Buchanan,Oats,2015,April,12.897027,64.72,75.57333333,71.98666667,2015-04,Cedar,Iowa
Buchanan,Oats,2016,April,4.850164,85,107.4933333,106.0933333,2016-04,Cedar,Iowa
Buchanan,Soybeans,2015,April,2.094389,43.48,43.74666667,43.74666667,2015-04,Cedar,Iowa
Buchanan,Soybeans,2016,April,5.291088,43.17333333,52.44,50.30666667,2016-04,Cedar,Iowa
Buchanan,Corn,2015,April,14940.9302,4.08,15.74666667,12,2015-04,Cedar,Iowa
Buchanan,Corn,2016,April,20928.56789,2.386666667,11,7.106666667,2016-04,Cedar,Iowa
Lime City,Broilers,2016,February,53.792728,17.30666667,17.98666667,17.49333333,2016-02,Cedar,Iowa
Darwin,Broilers,2015,September,0.661386,17.50666667,17.50666667,17.50666667,2015-09,Adams,Iowa
Cedar Valley,Oats,2015,April,4.188778,65.44,115.8666667,67.89333333,2015-04,Cedar,Iowa
Cedar Valley,Oats,2016,April,5.952474,87.02666667,95.13333333,92.92,2016-04,Cedar,Iowa
Burrell,Broilers,2016,May,17.085805,17.44,17.64,17.50666667,2016-05,Decatur,Iowa
Downey,Oats,2016,April,0.440924,92.66666667,96.08,95.33333333,2016-04,Cedar,Iowa
Morgan,Broilers,2015,November,16.975574,15.49333333,17.65333333,17.50666667,2015-11,Decatur,Iowa
Palermo,Broilers,2015,April,8.487787,16.41333333,18.17333333,17.50666667,2015-04,Grundy,Iowa
Lime City,Oats,2016,April,0.330693,53.61333333,53.61333333,53.61333333,2016-04,Cedar,Iowa
Lime City,Soybeans,2016,April,0.440924,52.22666667,52.22666667,52.22666667,2016-04,Cedar,Iowa
Lime City,Corn,2016,April,5837.723529,2.64,10.94666667,7,2016-04,Cedar,Iowa
Jackson,Broilers,2015,March,1026.691534,16.82666667,17.73333333,17.52,2015-03,Linn,Iowa
Shelby,Broilers,2015,February,98.436283,17.49333333,17.54666667,17.52,2015-02,Shelby,Iowa
Plato,Oats,2015,April,3.30693,56.49333333,70.01333333,66.54666667,2015-04,Cedar,Iowa
Plato,Oats,2016,April,3.858085,85.06666667,98.08,94.84,2016-04,Cedar,Iowa
Plato,Soybeans,2015,April,3.858085,42.6,42.70666667,42.70666667,2015-04,Cedar,Iowa
Plato,Soybeans,2016,April,8.267325,43.97333333,49.82666667,47.48,2016-04,Cedar,Iowa
Plato,Corn,2015,April,478.182078,2.653333333,15.16,13,2015-04,Cedar,Iowa
Plato,Corn,2016,April,541.454672,1.68,8.28,6.32,2016-04,Cedar,Iowa
Carlton,Broilers,2015,June,30.974911,17.36,17.54666667,17.52,2015-06,Tama,Iowa
Corning,Broilers,2016,February,7.936632,17.45333333,17.6,17.53333333,2016-02,Adams,Iowa
Buchanan,Oats,2015,August,756.074429,83.06666667,86.14666667,84.77333333,2015-08,Cedar,Iowa
Buchanan,Oats,2016,August,2.976237,71.14666667,73.92,73.62666667,2016-08,Cedar,Iowa
Buchanan,Soybeans,2015,August,6.062705,40.05333333,41.2,41.12,2015-08,Cedar,Iowa
Buchanan,Soybeans,2016,August,3.637623,42.13333333,43.44,43.41333333,2016-08,Cedar,Iowa
Buchanan,Corn,2015,August,1939.955369,15.57333333,57.36,50.64,2015-08,Cedar,Iowa
Buchanan,Corn,2016,August,9580.837596,2.04,8.346666667,6.306666667,2016-08,Cedar,Iowa
Gray,Broilers,2014,October,0.440924,17.46666667,17.6,17.53333333,2014-10,Audubon,Iowa
Decatur,Broilers,2015,July,312.615116,15.05333333,18.32,17.53333333,2015-07,Decatur,Iowa
Cedar Valley,Soybeans,2016,August,0.110231,44,44,44,2016-08,Cedar,Iowa
Buchanan,Broilers,2016,March,52.249494,17.10666667,17.77333333,17.53333333,2016-03,Jefferson,Iowa
Shelby,Broilers,2015,May,3.30693,17.46666667,17.73333333,17.53333333,2015-05,Shelby,Iowa
Lime City,Corn,2016,August,5023.447132,2.226666667,7.426666667,4.346666667,2016-08,Cedar,Iowa
Nokomis,Broilers,2015,December,37.47854,16.6,18.32,17.54666667,2015-12,Buena Vista,Iowa
Spring Grove,Broilers,2015,March,368.17154,17.05333333,17.82666667,17.54666667,2015-03,Linn,Iowa
Plato,Oats,2015,August,0.661386,93.46666667,93.46666667,93.46666667,2015-08,Cedar,Iowa
Plato,Soybeans,2015,August,1.653465,26.66666667,40,40,2015-08,Cedar,Iowa
Plato,Soybeans,2016,August,0.330693,34.74666667,34.74666667,34.74666667,2016-08,Cedar,Iowa
Plato,Corn,2015,August,77.933317,28,54.78666667,50.96,2015-08,Cedar,Iowa
Maine,Broilers,2014,September,37.919464,16.16,17.73333333,17.54666667,2014-09,Linn,Iowa
Highland,Broilers,2016,October,180.558378,13.10666667,19.16,17.56,2016-10,Tama,Iowa
Buchanan,Oats,2014,December,6.944553,46.09333333,47.42666667,47.09333333,2014-12,Cedar,Iowa
Buchanan,Oats,2015,December,34.832996,93.96,110.6933333,106.5066667,2015-12,Cedar,Iowa
Buchanan,Soybeans,2014,December,15.652802,40.54666667,41.73333333,41.52,2014-12,Cedar,Iowa
Buchanan,Soybeans,2015,December,51.036953,36.77333333,47.09333333,44.81333333,2015-12,Cedar,Iowa
Buchanan,Corn,2014,December,13518.9503,4.986666667,23.89333333,19.24,2014-12,Cedar,Iowa
Buchanan,Corn,2015,December,16561.76683,5.6,21.62666667,17.73333333,2015-12,Cedar,Iowa
Cedar Valley,Cattle and Calves,2014,December,1291.797089,53.66666667,54,53.93333333,2014-12,Cedar,Iowa
Union,Broilers,2015,March,3.527392,17.56,17.56,17.56,2015-03,Adams,Iowa
Canton,Broilers,2016,May,17.63696,16.44,18.66666667,17.56,2016-05,Benton,Iowa
Cedar Valley,Oats,2014,December,0.551155,54.16,54.4,54.4,2014-12,Cedar,Iowa
Cedar Valley,Oats,2015,December,18.408577,97.17333333,111.9066667,107.8666667,2015-12,Cedar,Iowa
Concord,Broilers,2015,November,704.37609,17.21333333,17.89333333,17.56,2015-11,Dubuque,Iowa
Downey,Oats,2015,December,0.440924,109.1733333,110.0133333,109.5066667,2015-12,Cedar,Iowa
Clay,Broilers,2015,November,3.196699,16.08,18.13333333,17.56,2015-11,Grundy,Iowa
Indian Village,Broilers,2015,March,28.108905,16.45333333,17.72,17.57333333,2015-03,Tama,Iowa
Lime City,Oats,2014,December,0.110231,40.4,40.4,40.4,2014-12,Cedar,Iowa
Lime City,Oats,2015,December,5.952474,85.48,90,87.6,2015-12,Cedar,Iowa
Lime City,Soybeans,2015,December,3.30693,45.88,47.21333333,46.33333333,2015-12,Cedar,Iowa
Plato,Cattle and Calves,2015,December,416.232256,54.66666667,54.66666667,54.66666667,2015-12,Cedar,Iowa
Jasper,Broilers,2015,August,1.212541,17.57333333,17.57333333,17.57333333,2015-08,Adams,Iowa
Cedar Falls,Broilers,2015,June,4.188778,16.98666667,17.90666667,17.57333333,2015-06,Black Hawk,Iowa
Plato,Oats,2015,December,33.620455,92.46666667,114.1466667,107.48,2015-12,Cedar,Iowa
Plato,Soybeans,2014,December,48.832333,37.01333333,43.12,41.96,2014-12,Cedar,Iowa
Plato,Soybeans,2015,December,41.336625,26.13333333,47.22666667,43.52,2015-12,Cedar,Iowa
Plato,Corn,2014,December,342.267255,4.906666667,21.77333333,16.89333333,2014-12,Cedar,Iowa
Plato,Corn,2015,December,898.162188,3.96,18.50666667,14.29333333,2015-12,Cedar,Iowa
Shelby,Broilers,2015,March,20.392735,17.50666667,17.69333333,17.57333333,2015-03,Shelby,Iowa
Salth Creek,Broilers,2015,April,6.283167,17.57333333,17.57333333,17.57333333,2015-04,Tama,Iowa
Buchanan,Oats,2015,February,13.337951,56.69333333,68.77333333,65.50666667,2015-02,Cedar,Iowa
Buchanan,Oats,2016,February,22.928048,77.98666667,100.5333333,92.84,2016-02,Cedar,Iowa
Buchanan,Soybeans,2015,February,3.417161,41.52,42.78666667,42.64,2015-02,Cedar,Iowa
Buchanan,Soybeans,2016,February,6.61386,41.22666667,45.77333333,45.44,2016-02,Cedar,Iowa
Buchanan,Corn,2015,February,4506.463742,4.773333333,21.17333333,17.32,2015-02,Cedar,Iowa
Buchanan,Corn,2016,February,10702.65848,3.746666667,12,9.44,2016-02,Cedar,Iowa
Cedar Valley,Cattle and Calves,2015,February,1168.228138,52.74666667,53.89333333,53.45333333,2015-02,Cedar,Iowa
Howard,Broilers,2014,October,13.778875,17.44,17.77333333,17.58666667,2014-10,Tama,Iowa
Quincy,Broilers,2015,July,2.535313,17.58666667,18.10666667,17.58666667,2015-07,Adams,Iowa
Cedar Valley,Oats,2015,February,10.251483,63.85333333,72.08,68.50666667,2015-02,Cedar,Iowa
Cedar Valley,Oats,2016,February,33.399993,88.77333333,98.97333333,95.93333333,2016-02,Cedar,Iowa
Franklin,Broilers,2015,August,8.708249,17.29333333,17.58666667,17.58666667,2015-08,Decatur,Iowa
Downey,Oats,2016,February,1.873927,83.90666667,95.72,91.33333333,2016-02,Cedar,Iowa
Long Creek,Broilers,2016,January,51.588108,16.57333333,18.52,17.58666667,2016-01,Decatur,Iowa
Lime City,Oats,2016,February,5.291088,66.81333333,68.62666667,66.81333333,2016-02,Cedar,Iowa
Lime City,Soybeans,2016,February,0.440924,44,44,44,2016-02,Cedar,Iowa
Plato,Cattle and Calves,2015,February,106.813839,53.32,53.32,53.32,2015-02,Cedar,Iowa
Reading,Broilers,2014,November,161.488415,17.46666667,17.70666667,17.58666667,2014-11,Sioux,Iowa
Jasper,Broilers,2015,October,108.797997,16.21333333,18.01333333,17.6,2015-10,Adams,Iowa
Plato,Oats,2015,February,11.904948,56.56,78.57333333,71.56,2015-02,Cedar,Iowa
Plato,Oats,2016,February,26.565671,66.34666667,101.7066667,91.85333333,2016-02,Cedar,Iowa
Plato,Soybeans,2015,February,21.384814,39.61333333,42.81333333,42.16,2015-02,Cedar,Iowa
Plato,Soybeans,2016,February,7.385477,34.01333333,45.48,42.65333333,2016-02,Cedar,Iowa
Plato,Corn,2015,February,84.106253,4.173333333,22.61333333,19.77333333,2015-02,Cedar,Iowa
Plato,Corn,2016,February,296.631621,2.013333333,11.85333333,9.133333333,2016-02,Cedar,Iowa
